province,country,date,lat,long,confirmed,deaths,recovered,active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
California,US,04-01-2021,38.59678594,-119.8223594,68,0,0,68,"Alpine, California, US",6023.029229,0
California,US,04-01-2021,38.44583082,-120.65696,2588,24,0,2589,"Amador, California, US",6573.254176,0.918484501
California,US,04-01-2021,39.66727762,-121.6005252,8914,105,0,7654,"Butte, California, US",3535.809769,1.238709677
California,US,04-01-2021,38.20537103,-120.552913,1252,21,0,1208,"Calaveras, California, US",2679.446683,1.788617886
California,US,04-01-2021,39.17881957,-122.2331726,1443,7,0,1343,"Colusa, California, US",6270.014387,0.59215396
California,US,04-01-2021,37.91923498,-121.9289527,43157,352,0,41646,"Contra Costa, California, US",3640.403424,0.826328198
California,US,04-01-2021,41.74228275,-123.8974063,768,2,0,767,"Del Norte, California, US",2764.993528,0.260078023
California,US,04-01-2021,38.77965956,-120.5233166,6420,27,0,5935,"El Dorado, California, US",3090.078458,0.40275214
California,US,04-01-2021,36.75733899,-119.6466953,74859,719,0,68029,"Fresno, California, US",6880.185287,1.034332267
California,US,04-01-2021,39.59875897,-122.3938452,1893,9,0,1532,"Glenn, California, US",5445.00405,0.905562743
California,US,04-01-2021,40.69923009,-123.876044,1839,21,0,1793,"Humboldt, California, US",1338.910282,1.212121212
California,US,04-01-2021,33.0393082,-115.3669042,24715,419,0,22447,"Imperial, California, US",12618.71258,1.83670792
California,US,04-01-2021,36.51112084,-117.4111978,617,20,0,615,"Inyo, California, US",3520.150784,3.149606299
California,US,04-01-2021,35.34329425,-118.7277796,71033,512,0,69846,"Kern, California, US",7815.801342,0.727706871
California,US,04-01-2021,36.07409056,-119.8159973,17225,108,0,16405,"Kings, California, US",10798.3523,0.666061157
California,US,04-01-2021,39.10124298,-122.7536244,1976,24,0,1901,"Lake, California, US",2989.780387,1.246753247
California,US,04-01-2021,40.67311306,-120.5935099,4691,10,0,4681,"Lassen, California, US",15343.60383,0.213174163
California,US,04-01-2021,34.30828379,-118.2282411,818698,10773,0,807866,"Los Angeles, California, US",8154.500196,1.315964668
California,US,04-01-2021,37.21513971,-119.7665589,11680,67,0,10922,"Madera, California, US",7016.596007,1.059878612
California,US,04-01-2021,38.07122463,-122.7210631,10132,150,0,9873,"Marin, California, US",3868.235803,1.388333999
California,US,04-01-2021,37.57978556,-119.9073334,267,4,0,263,"Mariposa, California, US",1552.054874,1.498127341
California,US,04-01-2021,39.4381191,-123.3911313,2475,24,0,2581,"Mendocino, California, US",3009.832966,1.148985063
California,US,04-01-2021,37.18922369,-120.7209035,20027,230,0,19184,"Merced, California, US",7002.304811,1.337173421
California,US,04-01-2021,41.58965602,-120.7244817,322,0,0,325,"Modoc, California, US",3687.365683,0.306748466
California,US,04-01-2021,37.93899289,-118.8872409,902,3,0,907,"Mono, California, US",6307.117142,0.439077936
California,US,04-01-2021,36.21862405,-121.2413397,30169,191,0,28795,"Monterey, California, US",6679.015161,0.676071884
California,US,04-01-2021,38.50735751,-122.332839,6119,29,0,5965,"Napa, California, US",4351.550703,0.48381715
California,US,04-01-2021,39.30394768,-120.7627281,2843,15,0,2656,"Nevada, California, US",2712.645983,1.84774575
California,US,04-01-2021,33.70147516,-117.7645998,188982,1901,0,166556,"Orange, California, US",5304.576136,1.128477891
California,US,04-01-2021,39.06167234,-120.7240569,15015,133,0,14057,"Placer, California, US",3560.37346,0.881398956
California,US,04-01-2021,40.00355989,-120.8395236,426,1,0,482,"Plumas, California, US",2584.144202,0.823045267
California,US,04-01-2021,33.74314981,-115.9933578,205322,2005,0,190084,"Riverside, California, US",7774.354333,1.033482759
California,US,04-01-2021,38.45106826,-121.3425374,69296,859,0,66953,"Sacramento, California, US",4369.037755,1.263825394
California,US,04-01-2021,36.60308176,-121.069975,3917,28,0,3824,"San Benito, California, US",6134.568845,0.752660265
California,US,04-01-2021,34.84060306,-116.1774685,214681,1592,0,205492,"San Bernardino, California, US",9492.244568,0.699239873
California,US,04-01-2021,33.03484597,-116.7365326,176456,1592,0,166428,"San Diego, California, US",5033.05545,0.947506249
California,US,04-01-2021,37.75215114,-122.4385672,24869,193,0,24220,"San Francisco, California, US",2769.443332,0.794626034
California,US,04-01-2021,37.93433732,-121.2730061,49846,661,0,46659,"San Joaquin, California, US",6207.45577,1.376030438
California,US,04-01-2021,35.38822029,-120.4039028,11933,95,0,11385,"San Luis Obispo, California, US",4050.354808,0.715095491
California,US,04-01-2021,37.4228808,-122.3275546,25917,196,0,25256,"San Mateo, California, US",3324.275705,0.890789938
California,US,04-01-2021,34.65329488,-120.0188492,18867,164,0,17975,"Santa Barbara, California, US",4061.599242,0.88227185
California,US,04-01-2021,37.23104908,-121.6970462,74866,720,0,73612,"Santa Clara, California, US",3857.09069,1.00458586
California,US,04-01-2021,37.05580291,-122.0066524,9968,84,0,9257,"Santa Cruz, California, US",3418.578179,0.888650964
California,US,04-01-2021,40.76391419,-122.0396884,9010,72,0,8076,"Shasta, California, US",4527.987561,0.956585725
California,US,04-01-2021,39.57713498,-120.5200701,38,0,0,47,"Sierra, California, US",1564.0599,0
California,US,04-01-2021,41.59198861,-122.5407434,1119,3,0,1165,"Siskiyou, California, US",2701.026666,0.93537415
California,US,04-01-2021,38.26827353,-121.9357113,20317,97,0,19707,"Solano, California, US",4424.28453,0.494824539
California,US,04-01-2021,38.52746429,-122.8862506,20098,193,0,19565,"Sonoma, California, US",3997.483493,0.991852639
California,US,04-01-2021,37.55862499,-120.9970722,39518,553,0,35176,"Stanislaus, California, US",6501.289362,1.74301676
California,US,04-01-2021,39.03417539,-121.6945899,6715,53,0,6569,"Sutter, California, US",6827.814501,0.785379852
California,US,04-01-2021,40.12570935,-122.2370171,3526,9,0,3307,"Tehama, California, US",5137.975539,1.10645933
California,US,04-01-2021,40.6491767,-123.114713,280,2,0,272,"Trinity, California, US",2246.642247,1.449275362
California,US,04-01-2021,36.22026558,-118.8020203,39231,455,0,34073,"Tulare, California, US",7395.832216,1.177528351
California,US,04-01-2021,38.02644018,-119.9525093,2993,13,0,2941,"Tuolumne, California, US",5437.057161,0.708980419
California,US,04-01-2021,,,0,0,0,0,"Unassigned, California, US",,
California,US,04-01-2021,34.44465746,-119.0910613,45658,254,0,43134,"Ventura, California, US",5129.63265,0.606032675
California,US,04-01-2021,38.68278902,-121.9018288,8757,121,0,8454,"Yolo, California, US",3887.07483,1.365068253
California,US,04-01-2021,39.26255932,-121.3535644,4010,20,0,3911,"Yuba, California, US",4995.678039,0.48346056
Colorado,US,04-01-2021,39.87432092,-104.3362578,40737,523,0,40214,"Adams, Colorado, US",7873.08594,1.283845153
Colorado,US,04-01-2021,37.57250606,-105.7885451,955,24,0,931,"Alamosa, Colorado, US",5883.077681,2.513089005
Colorado,US,04-01-2021,39.64977461,-104.3353617,38799,565,0,38234,"Arapahoe, Colorado, US",5909.16706,1.456223099
Colorado,US,04-01-2021,37.19474156,-107.0476867,502,0,0,502,"Archuleta, Colorado, US",3578.302089,0
Colorado,US,04-01-2021,37.31940883,-102.5603223,198,1,0,197,"Baca, Colorado, US",5529.181793,0.505050505
Colorado,US,04-01-2021,37.95474293,-103.0720195,1141,12,0,1129,"Bent, Colorado, US",20459.02815,1.051709027
Colorado,US,04-01-2021,40.09313619,-105.3546767,14889,175,0,14714,"Boulder, Colorado, US",4564.433653,1.175364363
Colorado,US,04-01-2021,39.95998787,-105.0566324,2859,68,0,2791,"Broomfield, Colorado, US",4057.333428,2.378454005
Colorado,US,04-01-2021,38.74745778,-106.1926573,1105,21,0,1084,"Chaffee, Colorado, US",5428.374926,1.900452489
Colorado,US,04-01-2021,38.82777431,-102.6032558,89,5,0,84,"Cheyenne, Colorado, US",4860.731841,5.617977528
Colorado,US,04-01-2021,39.68864463,-105.6463118,291,2,0,289,"Clear Creek, Colorado, US",3000,0.687285223
Colorado,US,04-01-2021,37.201606,-106.1917488,319,3,0,316,"Conejos, Colorado, US",3887.873248,0.940438871
Colorado,US,04-01-2021,37.27732493,-105.4276548,163,2,0,161,"Costilla, Colorado, US",4193.465397,1.226993865
Colorado,US,04-01-2021,38.32608609,-103.7844965,1660,12,0,1648,"Crowley, Colorado, US",27388.21977,0.722891566
Colorado,US,04-01-2021,38.10883162,-105.3683478,150,1,0,149,"Custer, Colorado, US",2959.747435,0.666666667
Colorado,US,04-01-2021,38.86246243,-107.8631342,1678,27,0,1651,"Delta, Colorado, US",5384.763494,1.609058403
Colorado,US,04-01-2021,39.76018276,-104.8725695,48433,674,0,47759,"Denver, Colorado, US",6660.102776,1.391613156
Colorado,US,04-01-2021,37.75208676,-108.5211585,52,0,0,52,"Dolores, Colorado, US",2530.413625,0
Colorado,US,04-01-2021,39.33133796,-104.930001,15970,197,0,15773,"Douglas, Colorado, US",4547.862192,1.23356293
Colorado,US,04-01-2021,39.62754308,-106.6933637,3426,16,0,3410,"Eagle, Colorado, US",6214.740508,0.467016929
Colorado,US,04-01-2021,38.83240149,-104.5251411,42029,581,0,41448,"El Paso, Colorado, US",5834.095638,1.382378834
Colorado,US,04-01-2021,39.28656773,-104.1358721,1006,10,0,996,"Elbert, Colorado, US",3763.702346,0.994035785
Colorado,US,04-01-2021,38.47362326,-105.4399667,4751,20,0,4731,"Fremont, Colorado, US",9931.227659,0.420964008
Colorado,US,04-01-2021,39.59921777,-107.902708,3991,30,0,3961,"Garfield, Colorado, US",6644.911007,0.751691305
Colorado,US,04-01-2021,39.85646523,-105.5252597,129,1,0,128,"Gilpin, Colorado, US",2066.314272,0.775193798
Colorado,US,04-01-2021,40.10603347,-106.1178042,679,4,0,675,"Grand, Colorado, US",4315.495106,0.58910162
Colorado,US,04-01-2021,38.66611652,-107.0320729,725,6,0,719,"Gunnison, Colorado, US",4151.872638,0.827586207
Colorado,US,04-01-2021,37.82247444,-107.3004345,14,0,0,14,"Hinsdale, Colorado, US",1707.317073,0
Colorado,US,04-01-2021,37.68473101,-104.9612585,280,18,0,262,"Huerfano, Colorado, US",4059.736117,6.428571429
Colorado,US,04-01-2021,40.6659387,-106.3408905,35,0,0,35,"Jackson, Colorado, US",2514.367816,0
Colorado,US,04-01-2021,39.58635604,-105.2517692,30122,620,0,29502,"Jefferson, Colorado, US",5167.778672,2.058296262
Colorado,US,04-01-2021,38.43260896,-102.7392145,75,2,0,73,"Kiowa, Colorado, US",5334.28165,2.666666667
Colorado,US,04-01-2021,39.30497777,-102.6022199,438,9,0,429,"Kit Carson, Colorado, US",6171.621812,2.054794521
Colorado,US,04-01-2021,37.28632032,-107.8429014,2284,30,0,2254,"La Plata, Colorado, US",4062.538909,1.313485114
Colorado,US,04-01-2021,39.20278823,-106.3555697,437,0,0,437,"Lake, Colorado, US",5377.137935,0
Colorado,US,04-01-2021,40.66671597,-105.4625784,15366,150,0,15216,"Larimer, Colorado, US",4305.419741,0.976181179
Colorado,US,04-01-2021,37.3153406,-104.0376458,684,7,0,677,"Las Animas, Colorado, US",4715.290225,1.023391813
Colorado,US,04-01-2021,38.98749519,-103.5136649,786,3,0,783,"Lincoln, Colorado, US",13787.0549,0.381679389
Colorado,US,04-01-2021,40.7249637,-103.110817,3279,55,0,3224,"Logan, Colorado, US",14632.51372,1.677340653
Colorado,US,04-01-2021,39.01787888,-108.469799,9356,141,0,9215,"Mesa, Colorado, US",6067.051423,1.507054297
Colorado,US,04-01-2021,37.66954283,-106.9281698,44,1,0,43,"Mineral, Colorado, US",5721.716515,2.272727273
Colorado,US,04-01-2021,40.61810999,-108.2070876,547,20,0,527,"Moffat, Colorado, US",4118.045622,3.65630713
Colorado,US,04-01-2021,37.33859579,-108.5958857,1272,16,0,1256,"Montezuma, Colorado, US",4858.114043,1.257861635
Colorado,US,04-01-2021,38.40214114,-108.2639022,2243,33,0,2210,"Montrose, Colorado, US",5245.801955,1.47124387
Colorado,US,04-01-2021,40.2627981,-103.8093302,2160,83,0,2077,"Morgan, Colorado, US",7430.851796,3.842592593
Colorado,US,04-01-2021,37.9014485,-103.7173385,1662,42,0,1620,"Otero, Colorado, US",9092.898567,2.527075812
Colorado,US,04-01-2021,38.14717457,-107.7675136,155,3,0,152,"Ouray, Colorado, US",3130.048465,1.935483871
Colorado,US,04-01-2021,,,0,0,0,0,"Out of CO, Colorado, US",,
Colorado,US,04-01-2021,39.120926,-105.7182065,395,5,0,390,"Park, Colorado, US",2096.046697,1.265822785
Colorado,US,04-01-2021,40.59414277,-102.3577703,288,8,0,280,"Phillips, Colorado, US",6752.637749,2.777777778
Colorado,US,04-01-2021,39.21720112,-106.9310027,1148,4,0,1144,"Pitkin, Colorado, US",6461.417234,0.348432056
Colorado,US,04-01-2021,37.95544985,-102.3926052,1017,20,0,997,"Prowers, Colorado, US",8355.241538,1.966568338
Colorado,US,04-01-2021,38.17359144,-104.5127437,13425,325,0,13100,"Pueblo, Colorado, US",7970.954258,2.420856611
Colorado,US,04-01-2021,39.97913541,-108.2179009,274,3,0,271,"Rio Blanco, Colorado, US",4332.700822,1.094890511
Colorado,US,04-01-2021,37.5836865,-106.3847838,395,7,0,388,"Rio Grande, Colorado, US",3505.813437,1.772151899
Colorado,US,04-01-2021,40.48596505,-106.9905548,1075,18,0,1057,"Routt, Colorado, US",4192.994773,1.674418605
Colorado,US,04-01-2021,38.08054629,-106.282466,256,4,0,252,"Saguache, Colorado, US",3751.465416,1.5625
Colorado,US,04-01-2021,37.76248981,-107.6763289,27,0,0,27,"San Juan, Colorado, US",3708.791209,0
Colorado,US,04-01-2021,38.00450883,-108.4020725,400,0,0,400,"San Miguel, Colorado, US",4890.57342,0
Colorado,US,04-01-2021,40.87595412,-102.3519227,136,2,0,134,"Sedgwick, Colorado, US",6049.822064,1.470588235
Colorado,US,04-01-2021,39.63803232,-106.1150762,2166,5,0,2161,"Summit, Colorado, US",6984.618361,0.230840259
Colorado,US,04-01-2021,38.88133511,-105.1614893,1000,9,0,991,"Teller, Colorado, US",3938.868757,0.9
Colorado,US,04-01-2021,,,27,0,0,27,"Unassigned, Colorado, US",,0
Colorado,US,04-01-2021,39.97015535,-103.202587,349,11,0,338,"Washington, Colorado, US",7110.839446,3.151862464
Colorado,US,04-01-2021,40.55499405,-104.3929621,20348,287,0,20061,"Weld, Colorado, US",6270.724702,1.41045803
Colorado,US,04-01-2021,40.00346839,-102.4258673,559,13,0,546,"Yuma, Colorado, US",5579.399142,2.325581395
Connecticut,US,04-01-2021,41.26809896,-73.3881171,57467,1740,0,55727,"Fairfield, Connecticut, US",6091.916738,3.027824665
Connecticut,US,04-01-2021,41.80283011,-72.73103891,47726,1878,0,45848,"Hartford, Connecticut, US",5352.128471,3.934962075
Connecticut,US,04-01-2021,41.7937534,-73.2451475,7645,229,0,7416,"Litchfield, Connecticut, US",4239.37937,2.995421844
Connecticut,US,04-01-2021,41.45949668,-72.53714864,6737,245,0,6492,"Middlesex, Connecticut, US",4147.479623,3.636633516
Connecticut,US,04-01-2021,41.4080325,-72.93620426,48507,1559,0,46948,"New Haven, Connecticut, US",5674.946213,3.213969118
Connecticut,US,04-01-2021,41.48896435,-72.10430976,10981,254,0,10727,"New London, Connecticut, US",4140.554889,2.31308624
Connecticut,US,04-01-2021,41.85853803,-72.3308481,5033,111,0,4922,"Tolland, Connecticut, US",3339.282515,2.205444069
Connecticut,US,04-01-2021,,,684,0,0,684,"Unassigned, Connecticut, US",,0
Connecticut,US,04-01-2021,41.82972709,-71.98182316,5340,83,0,5257,"Windham, Connecticut, US",4572.622493,1.554307116
Delaware,US,04-01-2021,39.08646628,-75.56884914,9600,205,0,9432,"Kent, Delaware, US",5310.145697,1.75
Delaware,US,04-01-2021,39.57992638,-75.64054974,34182,546,0,33718,"New Castle, Delaware, US",6117.551047,1.357439588
Delaware,US,04-01-2021,38.66143781,-75.39031349,15563,329,0,15265,"Sussex, Delaware, US",6644.465791,1.914797918
Delaware,US,04-01-2021,,,139,0,0,139,"Unassigned, Delaware, US",,0
Diamond Princess,US,04-08-2020,,,49,0,0,49,"Diamond Princess, US",,0
District of Columbia,US,04-01-2021,38.90417773,-77.01655992,29764,794,0,28970,"District of Columbia, District of Columbia ,US",4217.363397,2.667652197
Florida,US,04-01-2021,29.67866525,-82.35928158,16335,133,0,16202,"Alachua, Florida, US",6071.520166,0.814202632
Florida,US,04-01-2021,30.33060121,-82.28467476,2544,36,0,2508,"Baker, Florida, US",8709.346114,1.41509434
Florida,US,04-01-2021,30.26548745,-85.62122584,12261,213,0,12048,"Bay, Florida, US",7018.116253,1.737215562
Florida,US,04-01-2021,29.95079741,-82.16611613,2235,23,0,2212,"Bradford, Florida, US",7925.250878,1.029082774
Florida,US,04-01-2021,28.29409504,-80.73091022,21640,525,0,21115,"Brevard, Florida, US",3595.03075,2.426062847
Florida,US,04-01-2021,26.15184651,-80.48725556,141010,1872,0,139138,"Broward, Florida, US",7220.994911,1.327565421
Florida,US,04-01-2021,30.40666734,-85.19394153,1278,29,0,1249,"Calhoun, Florida, US",9060.616803,2.269170579
Florida,US,04-01-2021,26.90131002,-81.92949121,7727,238,0,7489,"Charlotte, Florida, US",4090.307554,3.08010871
Florida,US,04-01-2021,28.84804315,-82.47614748,6903,283,0,6620,"Citrus, Florida, US",4612.547358,4.099666812
Florida,US,04-01-2021,29.98319144,-81.85609986,11798,188,0,11610,"Clay, Florida, US",5381.02275,1.593490422
Florida,US,04-01-2021,26.11091986,-81.34687065,23070,339,0,22731,"Collier, Florida, US",5993.73347,1.469440832
Florida,US,04-01-2021,30.22509788,-82.62160164,6168,119,0,6049,"Columbia, Florida, US",8604.190497,1.929312581
Florida,US,04-01-2021,27.18677893,-81.80941373,2946,58,0,2888,"DeSoto, Florida, US",7752.427568,1.968771215
Florida,US,04-01-2021,29.60631086,-83.15724673,1154,11,0,1143,"Dixie, Florida, US",6858.433377,0.953206239
Florida,US,04-01-2021,30.33225875,-81.66976468,63743,741,0,63002,"Duval, Florida, US",6655.459904,1.162480586
Florida,US,04-01-2021,30.67652764,-87.37284571,23206,383,0,22823,"Escambia, Florida, US",7290.239887,1.650435232
Florida,US,04-01-2021,29.45933576,-81.31508595,3931,48,0,3883,"Flagler, Florida, US",3415.85492,1.221063343
Florida,US,04-01-2021,29.83791238,-84.82731662,948,4,0,944,"Franklin, Florida, US",7818.556701,0.421940928
Florida,US,04-01-2021,30.57796289,-84.61915825,4106,60,0,4046,"Gadsden, Florida, US",8992.553657,1.461276181
Florida,US,04-01-2021,29.72856978,-82.79880657,1040,25,0,1015,"Gilchrist, Florida, US",5596.814121,2.403846154
Florida,US,04-01-2021,26.95635849,-81.18996211,781,11,0,770,"Glades, Florida, US",5654.912751,1.408450704
Florida,US,04-01-2021,29.93543004,-85.2427099,1359,27,0,1332,"Gulf, Florida, US",9964.073612,1.986754967
Florida,US,04-01-2021,30.49673973,-82.94998918,1299,15,0,1284,"Hamilton, Florida, US",9003.326864,1.154734411
Florida,US,04-01-2021,27.49293939,-81.80956574,2156,20,0,2136,"Hardee, Florida, US",8003.860861,0.927643785
Florida,US,04-01-2021,26.55386945,-81.16469006,3392,49,0,3343,"Hendry, Florida, US",8071.962305,1.444575472
Florida,US,04-01-2021,28.55364461,-82.42700204,7677,281,0,7396,"Hernando, Florida, US",3958.84901,3.660283965
Florida,US,04-01-2021,27.34254618,-81.34071957,5135,206,0,4929,"Highlands, Florida, US",4834.260645,4.011684518
Florida,US,04-01-2021,27.9276559,-82.32013172,80035,1090,0,78945,"Hillsborough, Florida, US",5437.278528,1.361904167
Florida,US,04-01-2021,30.86747479,-85.81319222,1735,27,0,1708,"Holmes, Florida, US",8844.369679,1.556195965
Florida,US,04-01-2021,27.69308961,-80.60556721,7260,162,0,7098,"Indian River, Florida, US",4539.684723,2.231404959
Florida,US,04-01-2021,30.7954597,-85.21500423,4754,120,0,4634,"Jackson, Florida, US",10242.59922,2.524190156
Florida,US,04-01-2021,30.43669112,-83.89442308,1036,17,0,1019,"Jefferson, Florida, US",7272.216763,1.640926641
Florida,US,04-01-2021,29.98484137,-83.18166636,1436,22,0,1414,"Lafayette, Florida, US",17050.58181,1.532033426
Florida,US,04-01-2021,28.76202069,-81.7125123,16261,308,0,15953,"Lake, Florida, US",4429.366035,1.894102454
Florida,US,04-01-2021,26.58410348,-81.88399313,41916,675,0,41241,"Lee, Florida, US",5439.560226,1.610363584
Florida,US,04-01-2021,30.45955727,-84.27491114,20094,176,0,19918,"Leon, Florida, US",6844.425067,0.875883348
Florida,US,04-01-2021,29.31829741,-82.74007147,1938,20,0,1918,"Levy, Florida, US",4669.541961,1.031991744
Florida,US,04-01-2021,30.23766008,-84.8829258,765,14,0,751,"Liberty, Florida, US",9157.289921,1.830065359
Florida,US,04-01-2021,30.44396917,-83.47398594,1574,33,0,1541,"Madison, Florida, US",8511.328611,2.09656925
Florida,US,04-01-2021,27.47196942,-82.31831044,22920,435,0,22485,"Manatee, Florida, US",5683.776686,1.897905759
Florida,US,04-01-2021,29.21227113,-82.05803627,18611,480,0,18131,"Marion, Florida, US",5090.828521,2.579119875
Florida,US,04-01-2021,27.0772071,-80.43109784,8044,210,0,7834,"Martin, Florida, US",4996.273292,2.610641472
Florida,US,04-01-2021,25.6112362,-80.55170587,305734,4251,0,301483,"Miami-Dade, Florida, US",11252.88008,1.390424356
Florida,US,04-01-2021,25.20904673,-81.07812416,4350,35,0,4315,"Monroe, Florida, US",5860.32225,0.804597701
Florida,US,04-01-2021,30.61037141,-81.80297522,5041,66,0,4975,"Nassau, Florida, US",5688.011283,1.309264035
Florida,US,04-01-2021,30.69143028,-86.59267105,13212,232,0,12980,"Okaloosa, Florida, US",6269.396122,1.755979413
Florida,US,04-01-2021,27.3863362,-80.88944347,2503,51,0,2452,"Okeechobee, Florida, US",5935.780687,2.037554934
